offset,length,type,name,text,translation
0x000C997A,78,P,六夏,「私たち海援隊も悔いが残らないように、今までの夏で一番熱い応援をしなくちゃ！」,
0x000C9A13,60,P,六夏,「というわけで、２人ともインターハイの日はよろしくですっ！」,
0x000C9A6E,30,P,早知,「はーい、楽しみにしてまーす」,
0x000C9AA5,16,P,聖哉,「がんばります」,
0x000C9AEA,56,P,六夏,「たまに予行練習するから、そのときは出席してくださいね」,
0x000C9B57,14,P,六夏,「お返事は？」,
0x000C9B84,14,P,早知,「ラジャー！」,
0x000C9BAB,18,P,聖哉,「アイアイサー！」,
0x000C9BCD,50,P,,しまった……早知につられて変な返事をしてしまった。,
0x000C9C34,20,P,七海,「お、おい六夏……」,
0x000C9C7D,36,P,七海,「あんまり派手なのは勘弁してよ……」,
0x000C9CD6,52,P,六夏,「大丈夫、大丈夫。七海は何も心配しなくていいのです」,
0x000C9D3F,30,P,六夏,「みーんな私にまかせなさい！」,
0x000C9D92,36,P,七海,「それが、一番心配なんだってば……」,
0x000C9E40,26,P,六夏,「あ……ちょっと七海ぃ！」,
0x000C9E92,68,P,,六夏先輩は七海先輩に引っ張られるように、グラウンドへと戻って行った。,
0x000C9F35,30,P,早知,「六夏先輩、あいかわらずだね」,
0x000C9F6C,54,P,聖哉,「でもちょっと暴走気味かも。七海先輩が顔しかめてたよ」,
0x000C9FD7,92,P,早知,「七海先輩って、いつもは怖くて近寄りがたい感じだけど。六夏先輩と一緒のときは普通に話せるね」,
0x000CA04C,18,P,聖哉,「ははは、確かに」,
0x000CA06E,80,P,,地面に置いておいたゴミ袋を持ち直す早知。僕も２つのゴミ袋を手に取って持ち上げる。,
0x000CA0F3,28,P,早知,「でも楽しみだね、センパイ」,
0x000CA128,16,P,聖哉,「楽しみって？」,
0x000CA16D,44,P,早知,「もーっ！　七海先輩の応援だよ、オーエン！」,
0x000CA1B2,24,P,聖哉,「ああ、僕もがんばるよ」,
0x000CA1FF,36,P,早知,「うんっ、早く来ないかな、夏休み♪」,
0x000CA254,22,P,聖哉,「そっか……夏休みか」,
0x000CA29F,34,P,,第四校舎の裏にある、焼却施設の横。,
0x000CA2D1,54,P,,ここに、ブロックを積み上げて作られたゴミ回収場がある。,
0x000CA317,128,P,,ゴミ回収場は可燃ゴミ、不燃ゴミ、資源ゴミなど種類によってブロックで区分されていて、もちろんきちんと分別して出すようになっている。,
0x000CA3A7,62,P,,僕は自分が手に持つ不燃ゴミの袋を、分別用の区画へと投げ入れた。,
0x000CA3FE,16,P,聖哉,「よいしょっと」,
0x000CA427,34,P,聖哉,「早知、そっちのゴミ、ちょうだい」,
0x000CA49F,18,P,早知,「はい、センパイ」,
0x000CA4D9,76,P,,早知の持っているゴミ袋を受け取ると、奥にある可燃ゴミの山の中へと投げ捨てる。,
0x000CA53E,24,P,聖哉,「よし、これでＯＫっと」,
0x000CA5A6,24,P,早知,「やっと全部終わりだね」,
0x000CA5D7,34,P,聖哉,「うん、とりあえず教室に戻ろうか」,
0x000CA649,80,P,早知,「センパイ、第四校舎の廊下を横切って、グラウンド直進すれば近道だって知ってた？」,
0x000CA6B2,14,P,聖哉,「そうなの？」,
0x000CA6F5,52,P,早知,「うん、私は掃除当番のとき、いつもこっち使ってるよ」,
0x000CA79D,56,P,,正面の入り口で靴を脱いで、それを持ったまま廊下へと進む。,
0x000CA7E5,80,P,,この第四校舎は、僕らの校舎と違って洋館のような建物で……はっきりいって古くさい。,
0x000CA89A,28,P,,「……センパイ、知ってる？」,
0x000CA8CF,12,P,聖哉,「なにを？」,
0x000CA91A,80,P,早知,「この校舎って昔、聖峰学院が女子学校だったころの建物をそのまま使ってるんだって」,
0x000CA983,48,P,聖哉,「それは、ホームルームの時間に聞いたことあるよ」,
0x000CA9CC,74,P,聖哉,「正確にはその女子学校は聖峰学院じゃなくて、全く別の学校だったらしいけど」,
0x000CAA4B,44,P,早知,「どうして女子学校は、なくなっちゃったの？」,
0x000CAA90,100,P,聖哉,「確か十年くらい前にこの天門坂町全体が災害にあって、それが原因だったって社会科の先生が言ってたっけ」,
0x000CAB13,14,P,早知,「災害って？」,
0x000CAB3A,38,P,聖哉,「うーん、詳しくはわかんないけど……」,
0x000CAB79,62,P,聖哉,「そのせいで、この辺りの建物の多くが倒壊したとかなんとか……」,
0x000CABFB,12,P,早知,「……ん？」,
0x000CAC57,22,P,早知,「……あ、センパイ！」,
0x000CAC86,26,P,聖哉,「なに驚いてんの、早知？」,
0x000CACB9,44,P,聖哉,「別にそんな驚くほどの話じゃないだろ……？」,
0x000CAD04,40,P,早知,「そうじゃなくてセンパイ、前、まえっ！」,
0x000CAD45,14,P,聖哉,「えっ……？」,
0x000CAD79,94,P,,早知に言われて正面に視線を戻したとたん、足が床の隙間へと引っかかり、前のめりに倒れそうになる。,
0x000CAEB0,14,P,聖哉,「あわわっ！」,
0x000CAEE3,18,P,早知,「あ、センパイ！」,
0x000CAFAE,16,P,聖哉,「あらっ……？」,
0x000CAFCE,60,P,,前屈みに倒れていく身体。つま先に力を入れて、グッとふんばる。,
0x000CB01A,58,P,,おかげでバランスを取り戻し、なんとか転ばずに済んだけど……,
0x000CB104,70,P,,ふらふらよろけながら進んだ先に、突如緑色の物体が迫ってくるのが見えた。,
0x000CB15A,98,P,,なんとか踏みとどまろうとしたけど、慣性の法則には逆らえず。僕はそのまま、その緑色の物体と接触した。,
0x000CB296,22,P,聖哉,「うわわわっ……！？」,
0x000CB2D6,8,P,,ぷにゅ。,
0x000CB32D,64,P,,予想に反して、それはまるでクッションのようにふわふわと軽い感触。,
0x000CB386,20,P,聖哉,「な、なんなんだ？」,
0x000CB3AA,94,P,,ようやく身体のバランスを取り戻し、ふわふわの感触の正体を確かめるため、ゆっくり顔を上げると……,
0x000CB4B7,16,P,聖哉,「……げっ！？」,
0x000CB4E6,36,P,聖哉,「カカカカカカカカカカッパ！！！？」,
0x000CB51A,56,P,,それは緑色で、頭にお皿があって、くちばしが付いていて……,
0x000CB562,68,P,,僕の記憶違いでなければ、カッパという名の伝説上の生き物に間違いない。,
0x000CB5B6,36,P,,……でも、どうして学校にカッパが！？,
0x000CB615,16,P,ゆきな（カッパ）,「………………」,
0x000CB63E,12,P,聖哉,「……ん？」,
0x000CB675,16,P,ゆきな（カッパ）,「あの…………」,
0x000CB69E,38,P,聖哉,「カ、カ、カ、カッパがしゃべった！？」,
0x000CB6E3,12,P,早知,「あっ……」,
0x000CB70E,22,P,早知,「よく見て、センパイ」,
0x000CB73D,14,P,聖哉,「えっ……？」,
0x000CB78F,20,P,聖哉,「あれ……女の子？」,
0x000CB7B3,92,P,,アップで迫るカッパが突如スーッと横にスライドすると……その奥から、小さな女の子の顔が現れた。,
0x000CB86F,48,P,聖哉,「な、なんだ、カッパはぬいぐるみだったのか……」,
0x000CB8AF,46,P,,カッパの正体が女の子だと知って、ちょっと安心。,
0x000CB8ED,66,P,,まっ……冷静になって考えれば、学校にカッパがいるわけないんだけど。,
0x000CB99B,12,P,ゆきな（女の子）,「あの……」,
0x000CB9D0,22,P,早知,「第四校舎の生徒だね」,
0x000CBA21,96,P,,僕たちとは違うデザインの制服を着ているので、この子が第四校舎の生徒だということはすぐに分かった。,
0x000CBA91,98,P,,しかしもう夏が目の前だというのに、まだ冬服のまま。そのうえカッパのぬいぐるみを抱いているなんて……,
0x000CBB03,46,P,,よく見ると、ほんとうに不思議な感じの女の子だ。,
0x000CBBC2,26,P,ゆきな（女の子）,「……………………………」,
0x000CBBEC,48,P,,カッパの女の子が、こちらをジーッと見つめている。,
0x000CBC35,32,P,聖哉,「だいじょうぶ？　けがはない？」,
0x000CBC65,50,P,,僕はぶつかったことを謝ろうと、女の子に声を掛けた。,
0x000CBCC2,26,P,ゆきな（女の子）,「……………………………」,
0x000CBCF5,48,P,聖哉,「よそ見していたお兄ちゃんが悪かった、ごめんね」,
0x000CBD50,26,P,ゆきな（女の子）,「……………………………」,
0x000CBD83,40,P,聖哉,「ん？　どうしたの……どこか痛かった？」,
0x000CBDD6,26,P,ゆきな（女の子）,「……………………………」,
0x000CBE00,100,P,,しかしいくら声を掛けてもカッパの女の子は上目遣いにこちらを見つめるばかりで、何も答えようとはしない。,
0x000CBE8F,26,P,ゆきな（女の子）,「……………………………」,
0x000CBEC9,54,P,,無言でまじまじと見つめられ、だんだん不安になってきた。,
0x000CBF18,34,P,聖哉,「な、何か付いてる？　僕の顔……」,
0x000CBF65,26,P,ゆきな（女の子）,「……………………………」,
0x000CBFC0,20,P,ゆきな（女の子）,「カッパさんだ……」,
0x000CC041,20,P,ゆきな（女の子）,「カッパさんがいる」,
0x000CC06E,14,P,聖哉,「えっ……？」,
0x000CC095,24,P,聖哉,「カッパさんって……？」,
0x000CC0EE,30,P,ゆきな（女の子）,「お兄ちゃん、カッパさん……」,
0x000CC125,16,P,聖哉,「僕がカッパ？」,
0x000CC176,12,P,ゆきな（女の子）,「うん……」,
0x000CC192,50,P,,（僕がカッパ？　それって、いったいどういうこと？）,
0x000CC1E3,14,P,早知,「センパイ！」,
0x000CC253,74,P,,謎かけの答えをカッパの女の子に尋ねようとすると、横から割り込んでくる早知。,
0x000CC2BC,44,P,早知,「まさかセンパイ……薄くなってきちゃった？」,
0x000CC301,12,P,聖哉,「なにが？」,
0x000CC342,28,P,早知,「ほら、カッパといえば……」,
0x000CC3AD,44,P,,そう言って、僕の頭のてっぺんを見つめる早知。,
0x000CC3E9,28,P,,……頭に何か付いてるのかな？,
0x000CC41E,24,P,聖哉,「…………………………」,
0x000CC44F,12,P,聖哉,「あ……！」,
0x000CC474,74,P,,そう思って頭のてっぺんに手をあててみて、早知が何を言いたいのか気が付いた。,
0x000CC4D7,30,P,聖哉,「そ、そんなわけないだろっ！」,
0x000CC52A,56,P,早知,「わかんないよー、最近は若年層でもやばいって言うし……」,
0x000CC581,44,P,早知,「それにセンパイって、ストレス多そうだもん」,
0x000CC5C6,44,P,聖哉,「大丈夫だって！　疑うならさわってみなよ！」,
0x000CC602,60,P,,誤解を解くため、早知の手をつかんで頭のてっぺんをさわらせる。,
0x000CC673,28,P,早知,「あれ、ホント、フサフサだ」,
0x000CC6B5,84,P,,それでようやく僕の見た目で言われているのではないと、早知も納得してくれたようだが……,
0x000CC719,14,P,,……その隙に。,
0x000CC768,20,P,ゆきな（女の子）,「……………………」,
0x000CC86A,28,P,,ぴゅーーーーーーーーーーん。,
0x000CC8BE,50,P,,いきなり猛ダッシュで逃げる、カッパを抱いた女の子。,
0x000CC909,28,P,聖哉,「あっ……ちょっと待って！」,
0x000CC935,76,P,,慌てて呼び止めるが時既に遅し。カッパの女の子はどこかの教室へ消えてしまった。,
0x000CC99A,42,P,聖哉,「な、なんだよ、いきなり逃げるなんて……」,
0x000CCA3A,53,P,早知,「もしかして、私たちがケンカしてると思ったのか~な？」,
0x000CCA8E,66,P,早知,「私たちが大きい声出したから、怖がらせてしまったのかもしれないね」,
0x000CCAE9,60,P,聖哉,「大きい声出したからって逃げるって……子猫じゃないんだから」,
0x000CCB5A,44,P,早知,「でも、子猫みたいにかわいい女の子だったよ」,
0x000CCB9F,34,P,聖哉,「ま、まあ、それはそうだけど……」,
0x000CCBDA,72,P,聖哉,「それにしてもカッパを持った女の子に、カッパ呼ばわりされるなんてな……」,
0x000CCC57,16,P,早知,「ぷぷぷっ……」,
0x000CCC80,46,P,聖哉,「な、なんだよ、急に笑ったりして気持ち悪いな」,
0x000CCCE3,62,P,早知,「ごめん、でも、どうしてセンパイがカッパなのか考えてたら急に」,
0x000CCD56,16,P,早知,「ぷぷぷっ……」,
0x000CCD7F,26,P,聖哉,「知らないよ、そんなの！」,
0x000CCDF5,42,P,,グラウンドを横切って、校舎へと戻ってきた。,
0x000CCE2F,62,P,,それにしても、どうして僕がカッパなんだ？　納得できないよなぁ。,
0x000CCE7D,76,P,,そんなことをブツブツ考えながら歩いていると、少し先を行く早知の呼ぶ声がした。,
0x000CCF1F,30,P,早知,「センパイ、こっち、こっち！」,
0x000CCF65,38,P,,早知が第三校舎の前で、手招きしている。,
0x000CCFA4,40,P,聖哉,「おいおい、こっちは３年生の校舎だぞ？」,
0x000CD022,66,P,早知,「知ってるよ。でもここから入って、３階の渡り廊下を使うと早いんだ」,
0x000CD07D,64,P,聖哉,「また近道か……どうでもいいことばっかり知ってるんだな、早知は」,
0x000CD0F2,38,P,早知,「情報を制するものが、戦を制すのだ！」,
0x000CD131,34,P,聖哉,「戦って……どこで誰が戦うんだ？」,
0x000CD188,28,P,早知,「細かいこと、いわないの！」,
0x000CD1CC,50,P,,そう言うと、臆せず３年生の校舎へと入って行く早知。,
0x000CD20E,106,P,,こいつはこういうところがおおらかというか、無神経というか……ほんと、細かいことを気にしない性格なんだよな。,
